667A Lyttelton          New Zealand         2002 43360S 172430E 0000 3 00000R MM
667A Lytt  200201011  393  643  933 1473 1963 2253 2393 2293 1893 1473  903  613
667A Lytt  200201012  333  383  843 1353 1843 2443 2633 2513 2333 1823 1193  703
667A Lytt  200201021  583  283  513  973 1623 1883 2233 2443 2203 1863 1263  933
667A Lytt  200201022  453  113  423 1033 1293 1913 2573 2563 2583 2213 1693 1243
667A Lytt  200201031  803  493  413  563 1203 1593 1973 2413 2513 2343 1953 1553
667A Lytt  200201032 1023  543  303  643  903 1543 2183 2513 2613 2853 2293 1853
667A Lytt  200201041 1333  943  473  493  873 1163 1563 2223 2603 2473 2453 2093
667A Lytt  200201042 1433  943  673  433  563 1113 1543 2033 2463 2813 2503 2283
667A Lytt  200201051 1813 1263  763  513  553  733 1263 1753 2183 2563 2633 2433
667A Lytt  200201052 2053 1423  973  633  523  713 1023 1613 2083 2433 2633 2503
667A Lytt  200201061 2243 1743 1163  703  563  563  613 1263 1743 2093 2413 2553
667A Lytt  200201062 2273 1743 1443  843  423  493  613  843 1483 1993 2153 2343
667A Lytt  200201071 2423 1953 1473  993  663  413  353  623 1113 1663 1993 2303
667A Lytt  200201072 2433 2123 1733 1253  783  523  413  513  973 1373 1843 2203
667A Lytt  200201081 2293 2193 1893 1463  863  663  473  303  833 1213 1563 2063
667A Lytt  200201082 2393 2273 2133 1673 1183  823  523  423  573 1013 1323 1843
667A Lytt  200201091 2133 2313 2073 1833 1313  863  603  273  443  783 1063 1693
667A Lytt  200201092 2193 2193 2263 2153 1573 1233  783  473  393  623  903 1303
667A Lytt  200201101 1823 2073 2133 2003 1693 1193  803  383  353  463  673 1133
667A Lytt  200201102 1683 2103 2273 2213 2053 1543 1133  793  473  443  693  903
667A Lytt  200201111 1443 1953 2053 2163 2123 1683 1173  793  583  423  523  863
667A Lytt  200201112 1413 1883 2163 2393 2313 2073 1633 1243  753  613  643  703
667A Lytt  200201121 1133 1623 1963 2103 2363 2083 1633 1323  843  593  443  683
667A Lytt  200201122 1153 1533 1963 2373 2363 2343 2083 1603 1183  843  683  533
667A Lytt  200201131  863 1333 1753 1953 2313 2353 1923 1713 1273  853  603  623
667A Lytt  200201132  883 1163 1653 2153 2353 2383 2373 2023 1483 1163  893  563
667A Lytt  200201141  703 1063 1363 1783 2203 2213 2153 2013 1473 1223  773  673
667A Lytt  200201142  633  893 1363 1783 2063 2403 2393 2253 1933 1393 1153  673
667A Lytt  200201151  753  853 1033 1493 1983 2133 2243 2223 1853 1493 1023  873
667A Lytt  200201152  643  733 1003 1453 1823 2163 2373 2263 2143 1803 1293  933
667A Lytt  200201161  813  693  813 1193 1573 1913 2083 2143 2063 1773 1243  953
667A Lytt  200201162  743  643  723 1053 1563 1823 2103 2323 2193 1963 1653 1133
667A Lytt  200201171  793  773  703  773 1363 1673 1783 2083 2193 1813 1573 1253
667A Lytt  200201172  883  573  703  803 1153 1643 1823 2143 2183 2063 1853 1373
667A Lytt  200201181 1033  833  693  703 1063 1283 1653 1913 2053 2033 1773 1463
667A Lytt  200201182 1133  783  713  753  923 1323 1643 1973 2113 2153 2053 1683
667A Lytt  200201191 1203 1043  743  693  703 1133 1513 1553 2023 2163 1853 1753
667A Lytt  200201192 1443  913  833  773  733 1103 1453 1693 1973 2193 2073 1803
667A Lytt  200201201 1623 1213  903  703  663  873 1123 1483 1713 2013 1933 1903
667A Lytt  200201202 1613 1143  953  643  753  663 1013 1413 1583 1943 2013 1843
667A Lytt  200201211 1663 1413  983  643  693  653  693 1063 1503 1723 1863 2003
667A Lytt  200201212 1693 1393 1243  723  633  683  703 1063 1313 1633 1933 1853
667A Lytt  200201221 1773 1663 1213  843  653  613  483  833 1133 1503 1743 1963
667A Lytt  200201222 1773 1603 1413  983  663  753  573  823 1143 1453 1643 1913
667A Lytt  200201231 1883 1713 1523 1183  793  623  563  613  963 1293 1613 1853
667A Lytt  200201232 1973 1923 1663 1323 1013  733  623  733  893 1133 1553 1873
667A Lytt  200201241 1903 1973 1873 1503 1103  813  693  483  733 1073 1333 1753
667A Lytt  200201242 1993 2093 1953 1633 1423  993  623  663  643  893 1223 1593
667A Lytt  200201251 1813 2063 1973 1703 1413 1043  653  483  523  753 1053 1473
667A Lytt  200201252 1883 2083 2113 1963 1723 1333  803  673  563  593  923 1263
667A Lytt  200201261 1633 1953 2133 1953 1713 1373  893  623  443  433  723 1143
667A Lytt  200201262 1563 1923 2243 2223 1943 1763 1173  803  493  463  593  793
667A Lytt  200201271 1343 1743 2013 2063 2063 1743 1223  773  583  293  353  843
667A Lytt  200201272 1183 1653 2093 2303 2233 2083 1603 1153  653  523  253  493
667A Lytt  200201281  943 1393 1773 2123 2253 2063 1723 1183  653  383  223  293
667A Lytt  200201282  743 1213 1733 2183 2353 2323 2063 1603 1013  593  313  263
667A Lytt  200201291  403  893 1443 1853 2193 2293 2093 1643 1083  633  313  103
667A Lytt  200201292  283  763 1313 1813 2293 2513 2323 2053 1523  953  493  213
667A Lytt  200201301  223  443  913 1553 1963 2233 2403 2143 1613 1093  623  153
667A Lytt  200201302  133  343  743 1373 2043 2413 2513 2513 2103 1553 1003  503
667A Lytt  200201311  313  253  513 1163 1723 2053 2483 2503 2163 1803 1133  643
667A Lytt  200201312  333   93  343  873 1473 2163 2503 2643 2603 2193 1613 1023
667A Lytt  200202011  493  353  253  583 1213 1793 2143 2553 2483 2213 1783 1083
667A Lytt  200202012  623  293  143  313  933 1503 1983 2423 2553 2403 2013 1343
667A Lytt  200202021  833  433  203  203  663 1243 1633 2093 2473 2363 2153 1703
667A Lytt  200202022  953  493  253   73  363  953 1453 1883 2313 2453 2233 1773
667A Lytt  200202031 1283  743  353  143  233  623 1093 1623 2053 2333 2343 1993
667A Lytt  200202032 1553 1053  583  273  183  583  963 1403 2013 2283 2423 2243
667A Lytt  200202041 1783 1273  853  423  353  473  683 1353 1813 2243 2403 2583
667A Lytt  200202042 2083 1703 1243  753  443  613  803 1073 1703 2273 2383 2513
667A Lytt  200202051 2473 1963 1553 1183  753  553  793 1073 1563 2093 2493 2693
667A Lytt  200202052 2543 2253 1903 1403 1033  903  823  993 1443 1923 2363 2493
667A Lytt  200202061 2443 2513 2043 1623 1203  833  893  753 1053 1703 2063 2413
667A Lytt  200202062 2673 2463 2213 1763 1303  983  623  683  813 1263 1593 2003
667A Lytt  200202071 2323 2233 2063 1803 1293  903  643  573  553 1003 1383 1753
667A Lytt  200202072 2173 2223 2203 1923 1593 1043  663  563  413  743 1073 1493
667A Lytt  200202081 1773 2103 2113 1843 1643 1093  713  583  343  473 1043 1323
667A Lytt  200202082 1613 2103 2183 1983 1813 1473  863  603  543  433  663 1103
667A Lytt  200202091 1473 1743 2043 1973 1763 1413 1073  633  383  373  683  923
667A Lytt  200202092 1313 1753 2033 2123 1953 1733 1303  843  583  443  523  683
667A Lytt  200202101 1143 1543 1813 1973 2123 1653 1353 1063  513  493  463  673
667A Lytt  200202102 1023 1593 1953 2053 2223 2163 1663 1223 1083  713  553  793
667A Lytt  200202111 1023 1343 1793 2113 2173 2123 1883 1453  913  873  703  583
667A Lytt  200202112 1053 1403 1823 1993 2383 2353 2043 1763 1293 1033  673  693
667A Lytt  200202121  873 1103 1533 1983 2233 2133 2133 1893 1343 1093  843  733
667A Lytt  200202122  773 1103 1613 1833 2123 2473 2183 2033 1723 1203  953  703
667A Lytt  200202131  763  863 1223 1643 1963 2023 2193 1973 1563 1173  953  663
667A Lytt  200202132  513  793 1103 1483 1833 2213 2143 1993 1853 1383  943  733
667A Lytt  200202141  613  583  863 1303 1713 1763 2083 2093 1643 1483 1013  853
667A Lytt  200202142  483  653  783 1153 1583 1983 1953 1953 2033 1543 1153  843
667A Lytt  200202151  683  493  643  993 1283 1593 1913 1963 1813 1573 1363  823
667A Lytt  200202152  623  503  643  823 1343 1663 1833 1953 2023 1753 1343 1063
667A Lytt  200202161  753  463  553  693 1033 1323 1683 1863 1863 1753 1533 1053
667A Lytt  200202162  803  563  523  603  933 1363 1543 1813 2013 1803 1573 1313
667A Lytt  200202171  843  623  493  603  803 1073 1423 1773 1803 1903 1783 1313
667A Lytt  200202172 1053  753  573  523  773 1143 1393 1663 1943 1953 1843 1553
667A Lytt  200202181 1183  963  613  623  693  923 1363 1613 1843 2033 2043 1763
667A Lytt  200202182 1423 1123  933  673  763 1073 1333 1553 1943 2073 2063 1873
667A Lytt  200202191 1643 1273  953  863  793  853 1203 1603 1743 2013 2273 1963
667A Lytt  200202192 1743 1493 1193  883  873  943 1133 1423 1823 2043 2123 2183
667A Lytt  200202201 1943 1683 1293 1043  853  753 1073 1383 1473 2003 2263 2103
667A Lytt  200202202 2083 1783 1423 1093  843  843  833 1033 1483 1753 1933 2143
667A Lytt  200202211 2033 1733 1493 1213  893  663  773 1083 1163 1613 2003 2163
667A Lytt  200202212 2093 1973 1653 1193 1023  793  603  733 1153 1333 1663 1993
667A Lytt  200202221 2083 1883 1603 1453  963  643  643  713  823 1353 1763 1933
667A Lytt  200202222 2283 2213 1923 1633 1323  993  643  553  873 1183 1413 1843
667A Lytt  200202231 2163 2053 2023 1843 1343  953  773  663  603 1033 1493 1853
667A Lytt  200202232 2163 2403 2283 2033 1713 1293  933  623  823  903 1233 1713
667A Lytt  200202241 2093 2253 2273 2153 1783 1283  903  663  433  743 1033 1503
667A Lytt  200202242 1913 2203 2463 2303 1983 1723 1163  683  633  633  753 1243
667A Lytt  200202251 1733 2063 2263 2333 2193 1713 1213  913  423  433  713 1003
667A Lytt  200202252 1503 2053 2383 2473 2323 2093 1563  853  673  433  363  663
667A Lytt  200202261 1273 1663 2013 2423 2373 2023 1663 1153  543  303  343  473
667A Lytt  200202262  923 1653 2053 2363 2543 2413 1923 1383  973  463  323  333
667A Lytt  200202271  673 1203 1763 2213 2483 2303 2123 1643  873  553  263  163
667A Lytt  200202272  433  973 1593 2113 2533 2583 2283 1933 1383  803  423  203
667A Lytt  200202281  383  673 1263 1923 2303 2493 2583 2173 1473  943  613  203
667A Lytt  200202282   73  573 1123 1583 2263 2683 2573 2403 2063 1313  743  453
667A Lytt  200203011  183  343  823 1483 1953 2343 2763 2483 2123 1703 1043  563
667A Lytt  200203012  223  343  633 1183 1893 2453 2703 2683 2543 2003 1213  843
667A Lytt  200203021  453  273  493  973 1563 2053 2593 2753 2543 2303 1733 1103
667A Lytt  200203022  713  323  453  703 1313 1873 2383 2603 2723 2483 1893 1353
667A Lytt  200203031  833  443  283  573  993 1583 2053 2473 2623 2593 2173 1693
667A Lytt  200203032 1163  653  413  523  833 1293 1903 2393 2663 2653 2463 1903
667A Lytt  200203041 1363  943  553  393  813 1053 1713 2173 2553 2683 2623 2223
667A Lytt  200203042 1703 1213  843  613  653  953 1333 1933 2343 2603 2683 2343
667A Lytt  200203051 1893 1503  993  683  623  813 1193 1683 2133 2403 2703 2553
667A Lytt  200203052 2053 1723 1223  713  633  643  843 1263 1753 2183 2283 2283
667A Lytt  200203061 2223 1663 1223  863  603  463  693 1073 1443 1923 2343 2373
667A Lytt  200203062 2153 1983 1513  943  723  593  453  703 1223 1663 1893 2163
667A Lytt  200203071 2233 1853 1553 1193  743  453  523  613 1023 1423 1843 2213
667A Lytt  200203072 2193 2193 1823 1393 1053  683  503  483  893 1233 1553 1943
667A Lytt  200203081 2193 2053 1883 1583 1133  703  583  533  623 1073 1483 1863
667A Lytt  200203082 2133 2203 2063 1783 1393  943  633  463  563  883 1163 1643
667A Lytt  200203091 1963 2043 2123 1873 1453 1103  783  523  513  853 1123 1523
667A Lytt  200203092 1883 2183 2253 2043 1763 1403  983  633  643  693  963 1273
667A Lytt  200203101 1763 1973 2063 2043 1793 1313 1013  793  443  503  873 1153
667A Lytt  200203102 1493 1913 2073 2033 2013 1563 1123  803  623  593  613  953
667A Lytt  200203111 1443 1673 1823 2123 1883 1493 1353  823  523  553  583  813
667A Lytt  200203112 1153 1623 1953 1983 2073 1763 1363 1013  703  563  443  643
667A Lytt  200203121 1043 1323 1683 1973 1973 1773 1533 1093  743  563  493  643
667A Lytt  200203122  853 1353 1753 1923 2033 2013 1693 1343  953  713  573  623
667A Lytt  200203131  853 1243 1533 1913 2123 2003 1853 1583 1073  803  693  683
667A Lytt  200203132  733 1223 1663 1923 2123 2323 2043 1733 1413 1073  753  643
667A Lytt  200203141  903 1013 1393 1893 2013 2073 2113 1833 1423 1063  853  713
667A Lytt  200203142  683 1073 1403 1743 1983 2283 2163 1943 1703 1313  963  763
667A Lytt  200203151  853  933 1133 1703 2033 2073 2263 2183 1753 1393 1213  893
667A Lytt  200203152  643 1113 1193 1613 2043 2263 2323 2273 2073 1713 1373 1033
667A Lytt  200203161  963  923 1193 1513 1813 2163 2363 2233 2133 1713 1443 1203
667A Lytt  200203162  823 1083 1153 1273 1883 2203 2203 2393 2293 2053 1663 1273
667A Lytt  200203171 1173  943 1033 1443 1713 1943 2373 2353 2233 2063 1693 1318
667A Lytt  200203172 1021  873 1063 1153 1583 1913 2113 2323 2343 2183 1763 1503
667A Lytt  200203181 1213  883  903 1113 1393 1693 2103 2243 2273 2203 1973 1608
667A Lytt  200203182 1252  993 1013  903 1163 1623 1723 1923 2183 2193 1903 1513
667A Lytt  200203191 1273  933  933  713  933 1463 1633 1993 2183 2173 2163 1842
667A Lytt  200203192 1478 1143  963  923  933 1313 1563 1853 2083 2263 2043 1743
667A Lytt  200203201 1633 1083  733  993  713  953 1593 1773 1973 2243 2293 2105
667A Lytt  200203202 1820 1513 1143  753  983 1043 1133 1643 1983 2123 2183 2163
667A Lytt  200203211 1703 1353 1013  903  693  833 1163 1403 1713 2113 2233 2210
667A Lytt  200203212 2013 1643 1263  903  823  743  893 1233 1513 1953 1973 2083
667A Lytt  200203221 1883 1553 1333  893  673  673  833  953 1423 1753 1973 2093
667A Lytt  200203222 1993 1683 1363  963  763  613  523  793 1183 1473 1863 2063
667A Lytt  200203231 2023 1773 1593 1133  883  623  583  713 1073 1443 1883 2123
667A Lytt  200203232 2053 2153 1853 1363 1183  793  553  623  803 1303 1643 1843
667A Lytt  200203241 2223 2103 1813 1633 1093  733  633  603  713 1143 1633 2023
667A Lytt  200203242 2183 2353 2173 1783 1483  923  603  483  503  853 1303 1703
667A Lytt  200203251 2033 2273 2183 1883 1543 1073  673  453  493  643 1143 1643
667A Lytt  200203252 2043 2323 2363 2193 1923 1243  843  543  363  493  853 1333
667A Lytt  200203261 1843 2103 2223 2313 1933 1343  943  533  313  333  533 1143
667A Lytt  200203262 1653 2023 2313 2393 2203 1693 1133  743  313  263  423  773
667A Lytt  200203271 1333 1953 2183 2343 2393 1893 1323  863  463  173  273  583
667A Lytt  200203272 1233 1803 2273 2523 2553 2283 1723 1273  613  443  343  403
667A Lytt  200203281  923 1643 2123 2313 2733 2553 2093 1453  963  493  223  423
667A Lytt  200203282  693 1313 2053 2403 2623 2783 2363 1793 1223  723  453  383
667A Lytt  200203291  593 1063 1773 2253 2533 2833 2613 2093 1693  983  653  383
667A Lytt  200203292  373  913 1523 2203 2663 2853 2803 2563 1933 1313  933  543
667A Lytt  200203301  513  743 1393 1893 2323 2813 2823 2573 2213 1523  903  653
667A Lytt  200203302  393  523  923 1613 2193 2533 2783 2823 2353 1823 1333  793
667A Lytt  200203311  433  563  793 1283 1943 2453 2743 2763 2613 2093 1403  973
667A Lytt  200203312  563  423  463  923 1503 1953 2323 2733 2533 2263 1853 1203
667A Lytt  200204011  683  593  583  673 1373 2073 2493 2723 2843 2573 2113 1673
667A Lytt  200204012 1103  573  543  743  983 1513 2013 2393 2503 2573 2203 1483
667A Lytt  200204021 1113  703  443  433  713 1333 1763 2213 2653 2563 2373 1983
667A Lytt  200204022 1483  883  633  543  583  883 1453 1873 2123 2363 2433 1833
667A Lytt  200204031 1449 1245  533  279  684  768 1235 1715 2278 2350 2415 2425
667A Lytt  200204032 1814 1231  929  612  520  742  882 1302 1569 2091 2244 2069
667A Lytt  200204041 1820 1610 1054  726  562  656  810 1155 1756 2052 2223 2397
667A Lytt  200204042 2222 1602 1436 1022  633  485  671  993 1302 1749 2178 2191
667A Lytt  200204051 2123 1956 1480  983  771  689  625  850 1427 1649 2006 2406
667A Lytt  200204052 2312 2012 1889 1403  990  729  612  825 1043 1440 1819 2067
667A Lytt  200204061 2117 2171 1842 1436 1091  897  673  711 1126 1461 1770 2214
667A Lytt  200204062 2402 2408 2136 1930 1433  987  888  832  773 1199 1654 1911
667A Lytt  200204071 2233 2349 2249 1925 1586 1345  834  824 1046 1106 1421 1929
667A Lytt  200204072 2287 2231 2323 2222 1762 1310 1069  926  767 1016 1381 1606
667A Lytt  200204081 1957 2305 2263 1958 1867 1444 1006  722  836  786  972 1492
667A Lytt  200204082 1926 2006 2130 2264 1820 1405 1173  868  505  710  986 1102
667A Lytt  200204091 1462 1997 2056 1842 1943 1597  990  742  736  452  602 1042
667A Lytt  200204092 1404 1625 1904 2140 1790 1481 1246  872  420  581  656  759
667A Lytt  200204101 1055 1622 1895 1752 1943 1758 1255  924  662  455  371  757
667A Lytt  200204102 1034 1383 1729 1979 1897 1677 1431 1041  618  465  514  439
667A Lytt  200204111  842 1315 1561 1756 1944 1813 1447 1172  848  471  393  547
667A Lytt  200204112  702 1040 1593 1757 1828 1857 1591 1306  796  509  504  378
667A Lytt  200204121  567  959 1484 1557 1757 2038 1686 1264 1143  701  354  495
667A Lytt  200204122  581  846 1248 1727 1777 1869 1926 1475 1127  863  553  453
667A Lytt  200204131  524  814 1153 1583 1845 2006 1903 1764 1470  979  665  570
667A Lytt  200204132  654  694 1050 1527 1864 1873 1973 1866 1488 1104  856  632
667A Lytt  200204141  455  727 1063 1393 1704 2106 2038 1945 1797 1351  894  785
667A Lytt  200204142  604  590  856 1298 1564 1811 2011 1957 1744 1399 1069  724
667A Lytt  200204151  483  477  788 1013 1425 1835 2003 1938 1899 1593 1120  844
667A Lytt  200204152  717  461  591 1000 1362 1592 1850 2033 1868 1618 1329  929
667A Lytt  200204161  614  621  590  815 1188 1685 1879 1926 2147 1879 1409 1146
667A Lytt  200204162  939  497  509  796 1069 1218 1680 2013 1800 1788 1697 1157
667A Lytt  200204171  788  651  531  534 1016 1330 1576 1914 2140 1950 1753 1398
667A Lytt  200204172 1091  667  585  600  676 1027 1540 1721 1845 2031 1845 1453
667A Lytt  200204181 1033  891  548  458  825 1033 1311 1788 2027 1994 1970 1783
667A Lytt  200204182 1320  945  677  567  487  824 1151 1461 1680 2018 2022 1637
667A Lytt  200204191 1373 1106  653  472  592  724  907 1418 1828 1964 1949 1996
667A Lytt  200204192 1768 1118  880  716  401  453  888 1152 1433 1843 2138 1808
