667A Lyttelton          New Zealand         1994 43360S 172430E 0000 3 00000X MM
667A Lytt  199401281 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199401282 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199401291 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199401292 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199401301 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199401302 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199401311 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199401312 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199402011 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199402012 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199402021 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199402022 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199402031 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199402032 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199402041 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199402042 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199402051 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199402052 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199402061 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199402062 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199402071 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199402072 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199402081 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199402082 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199402091 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199402092 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199402101 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199402102 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199402111 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199402112 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199402121 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199402122 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199402131 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199402132 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199402141 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199402142 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199402151 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199402152 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199402161 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199402162 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199402171 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199402172 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199402181 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199402182 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199402191 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199402192 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199402201 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199402202 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199402211 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199402212 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199402221 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199402222 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199402231 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199402232 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199402241 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199402242 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199402251 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199402252 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199402261 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199402262 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199402271 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199402272 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199402281 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199402282 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199403011 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199403012 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199403021 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199403022 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199403031 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199403032 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199403041 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199403042 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199403051 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199403052 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199403061 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199403062 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199403071 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199403072 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199403081 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199403082 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199403091 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199403092 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199403101 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199403102 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199403111 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199403112 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199403121 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199403122 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199403131 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199403132 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199403141 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199403142 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199403151 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199403152 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199403161 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199403162 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199403171 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199403172 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199403181 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199403182 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199403191 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199403192 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199403201 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199403202 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199403211 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199403212 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199403221 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199403222 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199403231 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199403232 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199403241 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199403242 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199403251 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199403252 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199403261 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199403262 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199403271 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199403272 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199403281 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199403282 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199403291 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199403292 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199403301 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199403302 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199403311 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199403312 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199404011 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199404012 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199404021 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199404022 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199404031 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199404032 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199404041 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199404042 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199404051 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199404052 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199404061 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199404062 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199404071 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199404072 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199404081 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199404082 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199404091 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199404092 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199404101 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199404102 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199404111 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199404112 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199404121 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199404122 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199404131 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199404132 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199404141 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199404142 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199404151 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199404152 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199404161 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199404162 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199404171 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199404172 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199404181 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199404182 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199404191 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199404192 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199404201 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199404202 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199404211 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199404212 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199404221 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199404222 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199404231 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199404232 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199404241 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199404242 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199404251 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199404252 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199404261 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199404262 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199404271 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199404272 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199404281 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199404282 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199404291 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199404292 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199404301 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199404302 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199405011 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199405012 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199405021 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199405022 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199405031 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199405032 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199405041 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199405042 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199405051 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199405052 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199405061 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199405062 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199405071 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199405072 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199405081 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199405082 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199405091 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199405092 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199405101 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199405102 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199405111 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199405112 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199405121 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199405122 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199405131 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199405132 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199405141 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199405142 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199405151 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199405152 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199405161 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199405162 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199405171 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199405172 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199405181 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199405182 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199405191 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199405192 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199405201 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199405202 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199405211 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199405212 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199405221 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199405222 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199405231 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199405232 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
667A Lytt  199405241 9999 9999 9999 9999 9999 2040 1590 1100  480  100   70  310
667A Lytt  199405242  780 1300 1910 2220 2170 2240 1710  910  417   89  -26  122
667A Lytt  199405251  570 1250 1804 2230 2590 2370 2180 1690 1020  510   70  180
667A Lytt  199405252  250  690 1420 1930 1980 2450 2130 1450 1110  580  180   40
667A Lytt  199405261  210  680 1180 1790 2400 2510 2460 2340 1540 1000  490  220
667A Lytt  199405262  130  380  900 1430 1890 2400 2260 2240 1760 1060  770  270
667A Lytt  199405271   50  370  630 1290 2010 2250 2620 2520 2130 1670  960  660
667A Lytt  199405272  240  180  360  950 1390 1960 2200 2280 2190 1500 1170  700
667A Lytt  199405281  120  190  300  680 1350 1900 2270 2470 2500 1990 1460 1040
667A Lytt  199405282  510  270   80  500  910 1520 1840 2200 2340 1980 1640 1060
667A Lytt  199405291  560  310  130  330  751 1256 1734 2121 2300 2204 1872 1402
